Dog ID,Days in Rescue,Adoption Fee,Sex,Color,Size,Altered Prior to Intake (Y/N/U)
A0852,36,$195,M,Apricot,Small,Y
A0855,163,$195,M,White & Black,Medium,Y
A0856,6,$250,M,Black & Tan,Small,Y
A0857,15,$250,F,Black & White,Medium,Y
A0858,15,$250,M,Black/Brindle,Small,N
A0859,51,$195,M,Black/Brindle,Small,Y
A0860,69,$250,M,Black,Medium,N
A0861,68,$250,M,Brindle,Medium,N
A0862,24,$100,M,Brindle & White,Medium,Y
A0863,784,$195,M,Tan & White,Medium,N
A0864,65,$250,M,Tan/White,,
A0865,39,$250,M,Black,Small,N
A0866,26,$250,M,Black,Medium,N
A0868,6,$250,M,"Black, Gray and White ",Medium,N
A0869,25,$250,M,Blue & White,Medium,N
A0870,29,$250,F,Black,Medium,N
A0872,9,$195,F,Brindle,Medium,N
A0873,49,$250,F,Brown,Medium,N
A0874,23,$250,F,Brown,Medium,N
A0875,46,$175,F,Tan,Small,Y
A0876,29,$250,F,tri color,Medium,N
A0877,27,$150,F,Tan,Medium,Y
A0878,76,$250,M,Brindle & White,Medium,N
A0879,8,$195,F,Red,Small,Y
A0880,31,$250,F,Black,Medium,N
A0882,21,$175,F,Brown & Tan,Small,Y
A0883,28,$250,F,Tan,Medium,U
A0885,15,$195,F,Tan & white,Medium,Y
A0886,53,$250,F,Chocolate & White ,Medium,N
A0887,119,$250,M,White and Black,Medium,N
A0888,28,$250,F,Tricolor,Medium,N
A0892,112,$195,M,Brown,Small,Y
A0893,51,$250,F,Black & White,Medium,N
A0894,70,$195,M,Blue & White,Medium,Y
A0895,23,$250,M,Black,Medium,N
A0896,354,$100,M,Brown,Small,N
A0897,25,$250,M,Black,Medium,N
A0898,63,$250,F,Tan,Medium,N
A0899,63,$250,M,Tricolor,Small,N
A0900,76,$250,M,Tricolor,Medium,N
A0903,47,$250,F,Tan & cream,Small,Y
A0905,59,$250,M,Black,Medium,N
A0907,21,$250,F,Brown,Small,U
A0908,34,$250,F,Grey & Tan,Medium,N
A0910,36,$250,F,White with black ,Medium,N
A0911,64,$250,F,Tan,Small,N
A0912,10,$250,F,Grey,Small,Y
A0913,26,$250,F,Yellow,Medium,N
A0915,23,$250,M,Black & Tan,Small,N
A0916,25,$250,M,Fawn,Large,N
A0918,9,$250,M,Tan,Medium,Y
A0919,11,$250,M,Tricolor,Large,N
A0920,29,$250,M,Tricolor,Medium,N
A0921,88,$250,M,Black & Brown,Medium,N
A0922,5,$250,M,Brindle,Medium,N
A0929,18,$250,F,tan and browm,Small,Y
A0930,27,$250,M,Tricolor,Medium,N
A0932,54,$250,M,Tan & White,Medium,N
A0933,28,$250,F,Tricolor,Medium,N
A0934,19,$195,M,White & Brown,Medium,Y
A0935,13,$250,F,Dark Brown & White,Medium,N
A0936,33,$250,M,White & Brown,Medium,N
A0937,24,$250,M,Boston Mix,Medium,N
A0938,12,$250,M ,Tricolor,Small,N
A0940,38,$250,M,Black & White,Medium,N
A0943,19,$250,M,Red,Medium,N
A0944,13,$250,M,Brown,Small,N
A0945,48,$250,M,Brown,Small,N
A0946,15,$250,F,Brown & White,Medium,Y
A0947,66,$250,M,Brown/Tan,Small,Y
A0948,28,$250,F,White & Brown,Small,Y
A0949,53,$250,F,Black & White,Medium,N
A0951,21,$250,F,Black,Large,N
A0954,39,$250,M,Black,Medium,N
A0955,61,$250,M,White with brown markings,Medium,N
A0956,32,$195,M,Black & White,Medium,N
A0957,23,$195,F,White,Small,N
A0958,13,$250,F,Cream,Small,N
A0959,24,$250,M,Black,Medium,N
A0961,26,$250,M,White & Tan,Small,N
A0963,312,$250,M,Chocolate,Large,N
A0964,51,$250,M,Tan with Black,Medium,N
A0966,70,$250,F,Chocolate & White ,Medium,N
A0970,29,$250,M,Black & White,Medium,N
A0972,53,$250,M,Tan & White,Medium,N
A0973,64,$250,M,Black,Medium,N
A0974,23,$250,M,Brown & White,Medium,N
A0978,36,$250,F,White & Tan,Small,N
A0980,34,$175,F,White and tan,Small ,N
A0981,10,$250,F,Black,Medium,U
A0983,64,$250,F,Black & Tan,Medium,N
A0984,66,$100,F,Tan,Large,Y
A0985,15,$250,F,Tricolor,Small,N
A0986,26,$250,F,White,Medium,N
A0987,12,$250,F,White and tan,Medium,Y
A0988,23,$20,F,Yellow,Large,Y
A0992,16,$250,F,Brown,Small,N
A0994,15,$250,F,Brindle,Medium,N
A0995,0,$250,F,Brindle,Medium,N
A0996,11,$250,F,Brown & White,Medium,N
A0997,26,$250,F,Black,Small,N
A0998,33,$250,F,Black & White,Medium,N
A0999,18,$250,F,Brindle,X Large,N
A1000,16,$250,F,Brown & Black,Small,N
A1002,158,$100,M,Tan,Large,N
A1003,18,$250,F,Black & Tan,Small,N
A1006,24,$250,M,Chocolate,Small,N
A1008,122,$250,M,Black & White,Medium,N
A1009,62,$250,M,Black & White,Medium,N
A1011,74,$250,M,White,Medium,N
A1012,10,$195,M,White & Tan,Medium,Y
A1013,16,$250,M,Tricolor,Small,N
A1015,35,$250,M,Brown,Medium,N
A1017,28,$250,F,Brown & White,Medium,N
A1019,79,$125,F,Blue & White,Medium,Y
A1020,0,$250,M,Black,Medium,N
A1021,23,$195,M,White with brown spots,Medium,N
A1022,82,$250,M,Black,Medium,N
A1024,24,$250,F,tan,Medium,N
A1025,90,$250,F,Black & White,Medium,N
A1026,15,$250,F,Black & White,Medium,N
A1027,55,$195,F,Black & White,Medium,N
A1028,81,$250,F,Brown,Medium,N
A1029,52,$250,F,Black,Medium,N
A1030,75,$250,M,brown/tan with some white,Medium,N
A1031,40,$250,F,Brown & Black,Large,N
A1032,34,$250,F,White & Black,Medium,N
A1033,42,$250,M,Black & Tan,Small,N
A1034,79,$250,M,Brown,Medium,N
A1035,32,$250,F,Brown & Tan,Medium,N
A1036,44,$250,M,Blue & White,Medium,N
A1039,30,$250,M,Black and speckled on legs,Medium ,N
A1040,9,$195,M,Brindle & White,Large,Y
A1043,52,$250,F,Tan with black mask,Medium,N
A1044,0,$250,M,White with black spots,Medium,N
A1046,22,$250,F,Tan,Medium,N
A1047,13,$250,F,Black,Medium,N
A1048,38,$250,M,Black & brown,Large,Y
A1049,6,$250,M,black w/brown,Medium,N
A1050,45,$195,M,Tan,Large,Y
A1051,89,$250,F,Brown,Medium,N
A1052,136,$195,M,Tan & White,Large,Y
A1053,1,$195,M,Tan & White,Large,Y
A1054,22,$250,M,Black,Medium,N
A1055,6,$250,F,Grey & Black,Small,Y
A1057,22,$250,F,Black,Large,N
A1058,30,$250,M,Black & White,Medium,N
A1060,74,$250,F,Black & White,Medium,N
A1062,142,$195,F,White & Black,Medium,N
A1063,48,$175,F,White,Small,N
A1064,24,$250,M,Black & White,Medium,Y
A1068,59,,M,Black & White,Medium,N
A1069,64,$250,M,Light Brown & White,Small,N
A1070,31,$250,M,Black,Medium,N
A1071,30,$250,M,Brown & Black,Medium,Y
A1072,75,$250,M,Tricolor,Medium,N
A1073,95,$195,M,Black & White,Large,Y
A1075,23,$250,F,Brown,Medium,N
A1078,2,$250,M,Grey & white,Medium,N
A1079,74,$250,M,Black & Tan,Medium,N
A1080,124,$195,M,Black & White,Medium,N
A1082,38,$250,M,Tan,Medium,N
A1083,19,$250,M,White & Black,Medium,N
A1084,90,$175,M,White & Black,Medium,N
A1086,25,$250,F,Black & White,Medium,N
A1087,45,$250,F,BLue & White,Medium,N
A1090,78,$250,F,Black,Small,N
A1092,26,$250,M,Black & White,Medium,N
A1094,57,$250,M,Tan,Medium,N
A1095,47,$250,M,Tan & White,Medium,N
A1097,37,$250,M,Brown,Medium,N
A1098,147,$195,M,White w/ Tan ,Medium,N
A1099,7,$250,F,Brown Merle,Medium,N
A1100,46,$250,M,Chocolate & White ,Medium,N
A1101,31,$250,M,Brindle & White,Medium,N
A1102,22,$250,M,"Black, white, brown",Medium,N
A1103,100,$195,M,Blue & White,Medium,N
A1104,15,$195,M,Blue & White,Medium,N
A1105,26,$250,M,Black & White,Large,N
A1106,7,$250,F,Black & Brown,Small,N
A1107,25,$250,F,Black & Brown,Small,N
A1109,83,$195,F,Brown & White,Medium,N
A1111,16,$250,F,Black,Small,N
A1112,38,$250,F,Grey & Black,Small,N
A1113,12,$250,F,Red & White,Medium,Y
A1114,31,$250,F,White,Medium,N
A1115,137,$250,F,White & Brown,Medium,N
A1117,24,$250,F,White & Black,X Large,Y
A1118,51,$250,M,Black,Medium,N
A1119,25,$250,M,Red,Medium,N
A1120,49,$250,M,Black,Medium,N
A1121,49,$250,M,Black & White,Small,N
A1122,33,$250,M,Tricolor,Medium,N
A1124,60,$250,F,Black & White,Medium,N
A1125,36,$250,F,BLack & White,Large,N
A1126,29,$250,F,Blk/Tan/White,Medium,N
A1127,0,$250,F,Brown & White,Medium,N
A1132,136,$250,M,Black,Small,N
A1136,53,$250,F,Chocolate & White ,Medium,N
A1138,58,$250,M,Black,Medium,N
A1139,16,$250,F,Black,Medium,N
A1142,81,$250,M,Black  ,Small,N
A1143,26,$250,M,Black longer hair,Medium,N
A1144,53,$250,F,Black,Medium,N
A1145,46,$250,F,Black/ white,Medium,N
A1147,13,$250,F,Tan,Medium,N
A1150,53,$250,F,Black,Medium,N
A1151,6,$250,F,Black & White,Medium,N
A1153,32,$250,F,Black & White,Medium,N
A1154,69,$250,F,Black/white,Medium,N
A1155,19,$250,M,Black & White,Medium,N
A1156,25,$175,M,Brown,Small,Y
A1158,39,$250,F,black white,Medium,N
A1159,56,$195,M,Blue & White,Medium,Y
A1166,16,$250,F,Tan,Small,N
A1167,56,$250,M,Black & White,Medium,N
A1168,13,$250,M,Brown  ,Medium,N
A1169,33,$250,M,Brindle,Medium,N
A1170,21,$250,M,White & Black,Medium,N
A1171,77,$250,M,White with Black head,Medium,N
A1172,83,$250,M,White with Black head,Medium,N
A1173,17,$250,F,Tan & White,Medium,N
A1174,15,$250,M,Black & Tan,Medium,N
A1175,9,$250,M,Brown & White,Small,N
A1176,20,$250,M,Tricolor,Medium,N
A1177,35,$250,M,White and Tan,Small,N
A1178,48,$250,F,White with grayish,Large,N
A1179,17,$250,F,brown/black,Medium,N
A1180,11,$250,M,Grey & white,Medium,N
A1181,33,$100,M,Black & White,Large,N
A1182,65,$125,M,Black & White,Large,N
A1183,29,$250,M,Brown,Medium,N
A1184,41,$250,M,brownish and white,Large,N
A1186,17,$250,M,Tan & White,Large,N
A1187,28,$250,M,Black & White,Medium,N
A1189,0,$250,M,Grey & White,Medium,N
A1190,0,$250,M,Tan & White,Large,N
A1191,9,$195,M,Black & White,Large,N
A1192,10,$250,M,,Medium,N
A1196,65,$250,M,Black & Brown,Medium,N
A1197,68,$250,M,Black & Tan,Medium,N
A1200,92,$100,F,Black,Medium,N
A1202,211,$250,F,Black,Medium,Y
A1205,42,$250,M,Tan with Black Mask,Medium,N
A1206,33,$125,M,Blue & White,Large,N
A1207,66,$250,F,Black w white,Medium,N
A1208,18,$250,M,Tricolor,Small,N
A1209,80,$250,M,White,Small,N
A1210,10,$250,F,Brindle,Small,Y
A1211,0,$250,M,Black & White,Large,N
A1212,40,$250,F,Black & Tan,Small,N
A1213,23,$250,F,Black & White,Medium,N
A1215,49,$250,M,Black & White,Small,N
A1216,36,$250,F,Tricolor,Medium,N
A1217,24,$250,M,Black & Brown,Small,N
A1219,7,$250,F,White & Brown,Medium,N
A1220,297,$100,F,Black,Small,N
A1222,5,$250,M,Black,Small,N
A1223,20,$250,F,Tricolor,Medium,N
A1224,19,$250,M,Tan,Medium,N
A1226,24,$250,F,Black & White,Medium,N
A1228,10,$250,F,Tricolor,Small,Y
A1229,14,$250,F,Black & Tan,Medium,N
A1230,54,$195,F,Black & White,Small,N
A1231,65,$250,F,Brindle & White,Medium,N
A1232,64,$250,F,Milk Chocolate with White Belly,Small,N
A1233,43,$250,F,Tricolor,Small,N
A1235,20,$250,F,Brown & White,Small,Y
A1236,20,$250,F,White & Brown,Medium,N
A1238,7,$195,M,Black & Tan,Small,Y
A1239,44,$250,M,black and brown,Small ,N
A1240,47,$250,M,Grey,Small,N
A1241,12,$250,M,Brindle,Small,N
A1244,36,$250,F,Black,Medium,N
A1245,112,$250,F,White & Tan,Medium,N
A1246,51,$250,F,black & white,Medium,N
A1247,37,$250,F,Black & Tan,Small,N
A1250,7,$250,F,Brown & Black,Small,Y
A1251,61,$250,F,Tan,Medium,N
A1252,16,$250,M,Black & Tan,Small,N
A1253,21,$250,F,Black & Tan,Small,N
A1257,36,$250,F,Black & Tan,Medium,N
A1258,18,$250,F,Black & Tan,Medium,N
A1259,17,$250,F,Brindle & White,Small,N
A1260,66,$250,M,White w/ black,Medium,N
A1261,60,$250,F,Brown & Tan,Small,N
A1262,14,$250,F,Tricolor,Medium,N
A1263,25,$175,F,Black & Tan,Small,U
A1264,65,$195,F,Brown,Medium,N
A1265,41,$195,F,Brown,Medium,N
A1266,12,$250,F,Brown,Medium,N
A1267,13,$250,F,Yellow,Medium,Y
A1268,25,$250,F,Tan & White,Medium,N
A1269,23,$250,F,Black & White,Medium,N
A1270,32,$250,F,Red,Medium,N
A1271,24,$250,M,White & brown,Small,N
A1272,14,$250,M,Black & White,Large,N
A1273,72,$250,M,Tan,Medium,N
A1274,36,$250,M,Reddish Brown,Small,N
A1275,17,$250,F,Tan w/White,Medium,N
A1276,64,$250,M,Black & Tan,Small,N
A1277,13,$195,F,White,Medium,Y
A1278,74,$250,M,Black & Tan,Small,N
A1279,24,$195,M,Black,Small,N
A1280,7,$250,M,Blonde(Fawn),Small,N
A1281,11,$195,M,Tan & White,Medium,N
A1282,273,$250,M,Tan & White,Small,N
A1283,24,$250,M,Tan & White,Small,N
A1284,6,$250,F,Black & Tan,Large,Y
A1285,23,$250,F,Black & Brown,Small,N
A1288,0,$250,F,Tricolor,Small,N
A1289,0,$195,M,Blue & White,Large,N
A1291,12,$250,F,Tan,Small,N
A1292,28,$250,F,Black,Medium,N
A1293,19,$250,F,White & Brown,Small,N
A1294,74,$250,F,White with Black head,Medium,N
A1296,25,$195,F,Blue & White,Medium,Y
A1297,35,$250,F,White,Medium,N
A1298,27,$250,F,Yellow,Medium,N
A1299,178,$195,F,Tan,Medium,N
A1300,0,$250,F,Tan & Black,Medium,N
A1301,29,$250,F,Tricolor,Medium,N
A1303,14,$250,M,black white,Medium,N
A1305,2,$250,M,Brindle,Medium,Y
A1307,4,$250,F,Black,Small,
A1309,42,$250,F,Tricolor,Medium,N
A1311,43,$250,F,Tan,Medium,N
A1312,50,$250,F,Brown,Medium,N
A1314,20,$250,F,White & Black,Small,N
A1315,39,$250,F,Black,Medium,N
A1319,35,$250,F,Fawn & White,Medium,N
A1320,69,$250,F,Tricolor,Small,N
A1321,67,$250,F,Black,Medium,N
A1324,46,$125,M,Black & Grey,Small,N
A1326,66,$250,M,Black w white,Medium,N
A1327,60,$250,F,Black & White,Medium,N
A1328,15,$250,M,Black & White,Small,N
A1330,67,$250,F,Brindle & White,Medium,N
A1332,51,$250,F,White w/Tan mask,Medium,N
A1333,39,$250,M,Black & White,Medium,N
A1334,64,$250,F,Black,Medium,N
A1335,10,$250,M,Brown & Black,Small,N
A1337,31,$250,M,Black & Tan,Medium,Y
A1338,55,$250,M,Blue,Medium,N
A1339,25,$250,M,Fawn,Large,N
A1341,26,$250,M,Black & Tan,Small,N
A1342,29,$250,M,Fawn,Small,Y
A1345,14,$250,M,Black,Medium,N
A1346,57,$195,M,Black & White,Medium,N
A1347,29,$250,F,Tan,Medium,N
A1350,176,$195,F,Brown & White,Medium,N
A1351,18,$250,M,White,Small,N
A1353,57,$250,M,Black & White,Medium,N
A1354,37,$250,M,Tricolor,Small,N
A1355,65,$250,F,White w/Black Tail,Medium,N
A1356,4,$250,M,Black with little white on back toes,Medium,Y
A1357,10,$250,M,Brown & Black,Large,Y
A1358,36,$250,M,White,Medium,N
A1359,0,$195,M,Red,Medium,N
A1361,59,$195,M,Tan and white,Medium,Y
A1366,59,$250,F,Tan,Small,N
A1367,38,$250,M,White,Medium,N
A1368,29,$250,M,White & Tan,Small,N
A1371,36,$250,F,Tricolor,Medium,Y
A1372,0,$250,F,Brindle,Medium,N
A1373,28,$195,F,Black & White,Medium,N
A1375,33,$250,F,Brindle,Small,N
A1376,6,$250,M,Black,Large,N
A1377,102,$250,M,Brown & White,Large,N
A1378,16,$250,M,Tricolor,Medium,N
A1379,10,$250,M,Red & White,Medium,N
A1380,0,$125,M,Tan,Small,N
A1382,24,$250,M,Tricolor,Small,Y
A1386,74,$250,M,Black & White,Medium,Y
A1388,109,$250,M,brown,Large,N
A1389,25,$250,M,Black & White,Medium,N
A1390,40,$250,M,Brown,Small,N
A1391,71,$195,M,Black,Large,Y
A1392,36,$250,M,Tan,Small,Y
A1394,269,$100,M,Black & Tan,Small,Y
A1395,106,$100,M,Black & Tan,Small,Y
A1396,28,$195,M,Tan,Small,N
A1397,37,$250,M,Black & Tan,Medium,N
A1398,19,$250,M,Tan & White,Medium,N
A1400,16,$250,F,Tan & White,Medium,N
A1401,17,$250,M,Black,Small,N
A1402,75,$195,M,Brown & Tan,Small,N
A1403,82,$250,M,Tan & white,Large,N
A1405,9,$250,M,Black & Tan,Small,N
A1406,137,$100,M,White,Medium,N
A1407,25,$250,M,Black & Tan,Small,N
A1408,41,$250,M,Tan & Black,Small,N
A1409,6,$195,M,Black & Grey,Small,Y
A1411,13,$250,M,Black & White,Medium,N
A1413,21,$250,M,White & Brown,Small,N
A1415,39,$250,F,Black,Medium,N
A1416,47,$250,F,White & Black,Medium,N
A1418,109,$250,M,brown,Large,N
A1419,46,$250,F,Black & Tan,Small,N
A1420,94,$250,F,Brown,Small,N
A1421,53,$250,F,Black,Medium,N
A1423,7,$250,M,Black & Tan,Large,Y
A1424,3,$250,M,White & Tan,Small,N
A1425,14,$195,M,Black,Small,Y
A1426,9,$250,M,Black & White,Medium,N
A1427,0,$250,F,Black,Medium,N
A1429,57,$250,M,White & Black,Medium,N
A1430,64,$250,F,Chocolate & White ,Medium,N
A1431,0,$250,F,Brindle & White,Medium,N
A1432,23,$250,M,Tricolor,Small,Y
A1434,17,$175,F,Black & Tan,Small,N
A1435,43,$250,F,Brindle,Medium,N
A1437,101,$195,F,Pitbull,Medium,Y
A1438,61,$250,F,Tan with black mask,Medium,N
A1439,17,$250,F,Tricolor,Medium,N
A1440,64,$250,F,Black & Tan,Small,N
A1441,31,$250,F,Black & White,Medium,N
A1442,30,$250,M,Black With White,Medium,N
A1443,19,$195,M,Tan & White,Medium,Y
A1445,13,$250,M,Black,Small,N
A1446,69,$250,M,White with tan,Medium,N
A1448,43,$250,M,Yellow,Medium,N
A1449,69,$250,M,Chocolate & White,Medium,N
A1450,28,$250,M,Black & White,Medium,N
A1451,72,$250,M,Brown w/whtie tip of tail,Small,N
A1452,25,$250,M,Fawn,Large,N
A1454,9,$250,F,Blue Brindle,Large,N
A1455,12,$250,F,Brown,Large,N
A1456,12,$195,M,Brown & White,Medium,N
A1457,19,$250,M,Black,Small,N
A1458,33,$250,M,Brown & White,Medium,N
A1459,59,$250,M,Brown & Black,Medium,N
A1460,0,$195,F,Black & white,Medium,N
A1461,12,$250,M,Black & White,Medium,N
A1463,55,$195,M,Black & White,Medium,Y
A1464,81,$250,M,Tricolor,Small,N
A1465,11,$250,M,Black & Tan,Small,N
A1468,30,$250,M,White,Large,Y
A1469,60,$250,F,Brindle,Medium,N
A1470,60,$100,F,Brindle,Medium,Y
A1472,78,$250,M,White with Brindle spot over eyes,Medium,N
A1474,64,$250,M,,Small,N
A1475,66,$250,M,Brown,Medium,N
A1476,20,$195,M,Brown & Tan,Small,N
A1477,47,$250,M,Brown,Small,N
A1479,23,$250,F,Brown & Tan,Small,N
A1480,12,$250,F,Grey & White,Small,N
A1482,30,$195,F,White,Small,N
A1483,306,$175,F,White,Small,Y
A1485,35,$125,M,Brown,Small,N
A1487,20,$250,M,Brindle & White,Medium,N
A1489,106,$250,F,Rusty Gold,Medium,N
A1490,15,$125,F,Silver & Tan,Small,Y
A1491,0,$250,F,Tan,Medium,N
A1492,43,$250,F,Tan & Black,Small,N
A1493,77,$250,F,Tan with Black,Medium,N
A1494,28,$250,F,Tricolor,Medium,N
A1496,123,$250,F,Black & Tan,Small,N
A1497,13,$250,F,Brown,Medium,N
A1500,10,$250,F,White,Small,U
A1501,5,$250,M,Black & Brown,Small,N
A1502,24,$250,M,Brown,Small,Y
A1503,71,$250,M,Tricolor,Small,Y
A1504,169,$250,M,Tan,Medium,N
A1506,26,$250,F,Black & Tan,Small,N
A1507,58,$250,M,Brown and white,Medium,N
A1508,37,$250,F,Brindle,Large,Y
A1510,36,$250,F,Silver & White,Large,N
A1511,44,$195,F,white with Brown and tan,Medium ,N
A1512,13,$195,M,Black & White,Small,N
A1514,79,$250,M,Brindle & White,Medium,N
A1515,334,$100,F,Gold,Medium,N
A1517,154,$250,M,Black,Large,N
A1518,71,$250,M,Black & White,Large,N
A1520,22,$195,M,Brown,Small,Y
A1521,65,$250,M,Tricolor,Medium,Y
A1523,31,$195,M,Red,Small,N
A1524,43,$250,F,Tan,Medium,N
A1525,27,$175,F,Black & White,Medium,N
A1527,25,$250,M,Black,Medium,N
A1529,59,$100,F,Brindle,Medium,N
A1530,33,$175,F,White,Small,N
A1531,23,$250,F,White & Black,Medium,N
A1532,26,$250,F,Black,Medium,N
A1534,193,$195,F,White,Medium,N
A1535,27,$250,M,White & Brown,Medium,N
A1536,21,$250,M,black tan,Large,Y
A1538,188,$125,F,Fawn,Small,N
A1539,21,$250,M,Black & White,Medium,N
A1540,34,$250,F,Brown & White,Small,N
A1543,101,$195,M,Blue,Medium,N
A1544,25,$250,M,Black & White,Medium,N
A1545,55,$250,M,White with tan patches,Medium,N
A1547,77,$195,F,Black & White,Small,N
A1548,18,$250,F,Black ,Small,N
A1549,27,$250,M,Black & Tan,Medium,N
A1550,13,$125,M,Tan,Small,N
A1551,15,$250,M,Tricolor,Medium,N
A1553,62,$250,M,Black w/Brown highlights,Small,N
A1554,20,$250,M,Tricolor,Medium,N
A1555,79,$250,M,Brown,Medium,N
A1556,11,$250,M,White & Black,Large,N
A1557,7,$250,M,Tricolor,Medium,N
A1558,23,$250,M,Brown & Tan,Small,N
A1559,39,$250,M,Black,Medium,N
A1560,60,$250,F,Brown with Black,Small,N
A1564,27,$250,M,Black and Tan,Large,N
A1566,20,$250,M,Black & Tan,Small,N
A1567,24,$250,M,Spotted Merle,Medium,Y
A1568,6,$250,M,Black & White,Medium,N
A1569,44,$250,M,White,Large,N
A1570,15,$195,M,Black & Brown,Medium,Y
A1572,93,$195,M,Blue and white,Medium,N
A1573,0,$250,M,Black,Medium,N
A1574,37,$250,M,Black & White Brindle,Medium,N
A1575,75,$250,M,Grey,Small,N
A1577,102,$250,M,Tricolor,Medium,N
A1578,64,$250,M,White & Brown,Large,N
A1579,36,$250,F,Black & White,Medium,Y
A1580,38,$250,F,Tricolor,Medium,N
A1581,24,$250,M,Black,Medium,N
A1582,55,$250,F,Black & Brown,Medium,N
A1584,24,$250,F,Tan & White,Large,N
A1585,46,$250,F,White & Black,Medium,N
A1587,91,$250,M,white and black,Medium,N
A1588,210,$250,F,Black & White,Medium,Y
A1589,19,$250,F,Black & White,Medium,Y
A1590,29,$250,F,Tri,Small,Y
A1591,103,$195,F,Tan & White,Medium,N
A1592,310,$195,F,Tan & White,Medium,Y
A1593,16,$250,F,Brown & White,Small,Y
A1594,27,$250,M,Black,Medium,N
A1595,0,$250,F,Black & Tan,Small,N
A1596,74,$250,M,Black,Medium,N
A1598,18,$250,M,Tricolor,Medium,Y
A1599,148,$175,M,Brown,Small,N
A1600,53,$195,M,Chocolate & White,Medium,Y
A1601,84,$250,M,Red,Large,N
A1602,20,$250,M,Red & White,Medium,N
A1603,14,$250,M,White,Large,N
A1604,8,$250,M,White & Brown,Medium,N
A1605,12,$250,F,Trocolor,Medium,N
A1607,71,$250,F,Tricolor,Medium,N
A1608,19,$250,M,Black & Brown,Medium,N
A1609,17,$250,M,Black ,Small,N
A1610,27,$250,M,Black & Tan,Medium,N
A1611,39,$250,F,Black,Medium,N
A1612,74,$250,F,Brown Brindle,Small,N
A1613,84,$250,F,Black,Medium,Y
A1614,12,$250,F,"Tan, white, and black",Medium,N
A1615,24,$250,M,Black & White,Medium,N
A1616,11,$195,F,Tan,Small,N
A1617,0,$250,F,Black & Grey,Small,N
A1618,47,$100,F,Black & white,Large,N
A1619,0,$250,F,Black & White,Small,N
A1621,129,$195,M,White & Brown,Large,Y
A1623,66,$250,F,Brown,Medium,N
A1624,83,$195,F,Tan,Medium,N
A1625,99,$250,F,Black/Brown/White,Small,N
A1626,8,$250,F,Brown & White,Small,N
A1628,71,$125,M,Black & White,Small,N
A1630,57,$195,F,Tan & White,Medium,N
A1633,106,$250,M,Black,Medium,N
A1634,80,$250,M,Black & Tan,Medium,N
A1636,9,$250,M,Brown,Medium,N
A1637,12,$250,M,Red,Small,Y
A1638,12,$250,M,Tan & White,Medium,N
A1640,205,$250,M,Black & Brown,Large,N
A1641,76,$250,M,Black & White,Medium,N
A1642,10,$250,M,White & Tan,X Large,N
A1644,98,$195,M,Brown & White,Medium,Y
A1646,41,$250,F,Black & White,Small,N
A1648,29,$250,F,Brindle,Medium,N
A1649,108,$250,F,Tricolor,Medium,N
A1650,51,$250,F,White & Brown,Small,N
A1651,18,$250,F,Lab Mix,Medium,N
A1653,117,$125,F,Black & White,Small,N
A1654,28,$250,F,Brindle,Medium,N
A1655,2,$250,F,Brown ,Medium,Y
A1656,17,$250,F,Grey/Black,Small,U
A1657,74,$250,F,Tan & Black,Small,N
A1658,14,$250,F,Brown,Small,N
A1659,12,$250,M,Cream w/Brown,Small,N
A1660,15,$250,M,White & Tan,Small,N
A1661,31,$250,M,Brown & White,Medium,N
A1662,14,$250,F,Black,Medium,N
A1663,74,$250,F,Black & White,Medium,N
A1664,15,$250,F,BLack Brindle,Medium,N
A1665,216,$100,F,Blue  ,Medium,Y
A1667,18,$195,M,Brown & White,Large,N
A1668,74,$250,M,Tan,Small,N
A1669,5,$250,M,Black,Small,N
A1670,85,$250,M,Black/Brown/White,Small,N
A1671,69,$250,F,Black/Brown/White,Small,N
A1672,24,$250,F,Tan,Small,N
A1673,41,$175,F,Tan,Small,N
A1674,7,$250,M,Black & White,Small,N
A1675,812,$195,M,Brindle and white,Large,Y
A1676,30,$125,M,Tricolor,Medium,N
A1678,75,$195,F,Blue & White,Medium,N
A1681,7,$195,M,White & Black,Small,N
A1684,25,$250,F,Brown & White,Medium,N
A1685,19,$250,M,Black & Tan,Medium,N
A1686,97,$250,M,Black,Medium,Y
A1687,67,$250,M,Brown,Medium,N
A1688,23,$250,M,Brown ,Medium,Y
A1689,17,$250,M,Yellow,Medium,N
A1690,414,$250,F,brown,Large,Y
A1693,0,$250,F ,Brindle,Small,N
A1694,41,$250,F,Brown,Small,N
A1695,108,$250,M,Black & White,Small,N
A1696,11,$195,F,Blue,Medium,N
A1697,16,$250,M,Black & Tan,Medium,N
A1699,35,$250,F,Brown & White,Medium,N
A1700,25,$250,M,Tan & White,Small,N
A1701,389,$100,M,Tan & White,Large,N
A1702,3,$100,M,Tan & White,Large,N
A1703,40,$250,M,White & Black,Large,N
A1704,53,$250,M,Chocolate & White ,Medium,N
A1705,7,$250,F,White,Small,Y
A1707,107,$250,F,Brindle & White,Medium,N
A1708,16,$250,F,Brown & White,Small,N
A1709,64,$175,F,Brown & White,Medium,N
A1710,21,$250,F,Tan,Medium,N
A1711,22,$250,F,white,Medium,N
A1712,62,$250,F,White & Black,Medium,N
A1713,23,$250,M,Black & Tan,Medium,N
A1714,24,$250,M,black & tan,Small,N
A1715,25,$250,M,Golden/Chestnut,Small,N
A1716,65,$195,M,Black & White,Medium,Y
